STUDY_ID,REVIEWERS,INCLUDE,AUTHORS,TITLE,JOURNAL,ABSTRACT,YEAR,VOLUME,LPAGES,UPAGES,DOI,MORTALITY_SURVIVAL_ORGANISM_VIABILITY,LD50_WITH_CI_AVAILABLE,DATA_REQUEST_REQUIRED,OTHER_ENDPOINTS_STUDIED,COMMENTS
wos1565,Guy,YES,"Closson, KR; Paul, EA",comparison of the toxicity of two chelated copper algaecides and copper sulfate to non target fish,BULLETIN OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,"New pesticide products are reviewed by the United States Environmental Protection Agency for possible effects to non-target aquatic organisms. The required toxicity data are for the active ingredient only, and fail to include toxicity of the mixture of other ingredients found in these pesticides. These ingredients may increase the toxicity of the active ingredient to non-target organisms. Our study compares the toxicity of two formulations of chelated copper algaecides with each other, and to a copper sulfate algaecide. We were particularly interested in the effects of a surfactant that is present in one of the formulations. We found that copper becomes less toxic to fish (e. g. fathead minnow 48-h LC50 = 0.90 mg/L) when it is chelated, providing an additional margin of safety to non-target fish compared to copper sulfate. However, inclusion of a surfactant to the formulation resulted in increased toxicity (e. g. fathead minnow 48-h LC50 = 0.30 mg/L).",2014,93,660,665,http://dx.doi.org/10.1007/s00128-014-1394-3,YES,YES,NO,n/a,n/a
scopus59,Guy,YES,Majumder R.; Kaviraj A.,cypermethrin induced stress and changes in growth of freshwater fish oreochromis niloticus,International Aquatic Research,"Bioassays were conducted with technical grade and commercial formulation of cypermethrin using freshwater fish Oreochromis niloticus as the test fish. The technical grade cypermethrin contained 92% active ingredient (a.i.) and the commercial formulation was an emulsified concentrate (EC) containing 10% a.i. (10% EC). Based on the actual concentration in water (2 h), the commercial formulation was found to be more acutely toxic to O. niloticus (96-h LC50 = 4.85 μg/L) than the technical grade cypermethrin (96-h LC50 = 9.74 μg/L). Exposure to sub-lethal concentrations (1.25, 2.5 μg/L) of commercial cypermethrin for 96 h produced stress on the fish, which was evident from the reduction of hepatic glycogen, reduction in the activities of alkaline phosphatase, acetylcholinesterase and catalase in liver and elevation of plasma glucose level and activities of hepatic acid phosphatase, aspartate aminotransferase and alanine aminotransferase. Exposure to these concentrations of cypermethrin for 14–28 days produced anaemia in fish. Long-term exposure (90 days) of the fish to these concentrations reduced the growth and deposition of protein and lipid in the body of fish as compared to control.It is concluded from this study that even minute concentration (1.25 μg/L) of cypermethrin (10% EC) in water can produce stress on fish. Long term exposure to such concentration of cypermethrin may also affect growth of the fish. © 2017, The Author(s).",2017,9,117,128,10.1007/s40071-017-0161-6,YES,YES,NO,GROWTH,n/a
wos764,Guy,YES,"Toth, G; Hahn, J; Rado, J; Szalai, DA; Kriszt, B; Szoboszlay, S",cytotoxicity and hormonal activity of glyphosate based herbicides,ENVIRONMENTAL POLLUTION,"Glyphosate-based herbicides (GBHs) are the most widely used pesticides for weed control. In parallel with the renewal of the active ingredient, polyethoxylated POE(15) containing GBHs were banned in the EU in 2016. Since then, co-formulants were changed and numerous GBHs are marketed with different excipients declared as inert substances. In our study, we focused to determine acute and chronic cytotoxicity (by Aliivibrio fischeri assay) and direct hormonal activity (estrogenic and androgenic effects measured by Saccharomyces cerevisiae BLYES/BLYAS strains, respectively) of glyphosate, AMPA, polyethoxylated POE(15) and 13 GBHs from which 11 formulations do not contain polyethoxylated POE(15). Among the pure substances, neither glyphosate nor AMPA had any effects, while poly-ethoxylated POE(15) exhibited pronounced toxicity and was also estrogenic but not androgenic. Regarding the acute and chronic cytotoxicity and hormonal activity of GBHs, dilution percentages calculated from EC50 values were in the most cases by one or two order of magnitude lower than the minimum recommended dilution for agricultural and household use. Relation could not be observed between the biological effects and type of glyphosate-salts; hence toxicity could be linked to the co-formulants, which are not even declared in 3 GBHs. Toxicological evaluation must focus on these substances and free accessibility of GBHs should be reconsidered. (C) 2020 The Authors. Published by Elsevier Ltd.",2020,265,NA,NA,http://dx.doi.org/10.1016/j.envpol.2020.115027,YES,YES,NO,ESTROGENIC/ANDROGENIC ACTIVITY,Strain of S.cerevisiae and bacterium Aliivibrio fischeri were used. Depends on if I am limiting this analysis to animals.
wos1023,Guy,YES,"Turhan, DO; Gungordu, A; Ozmen, M",developmental and lethal effects of glyphosate and a glyphosate based product on xenopus laevis embryos and tadpoles,BULLETIN OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,"Effects of pure glyphosate and a glyphosate-based product were evaluated comparatively using two embryonic development stages of Xenopus laevis as model system. When pure glyphosate was applied in pH adjusted media, lethal or developmental effects were not observed at concentrations up to 500 mg L-1. The 96 h LC50 values for the commercial herbicide, in contrast, were 32.1 and 35.1 mg active ingredient L-1 for embryos and tadpoles, respectively. Since pure glyphosate has no effect on the selected biomarkers, it is thought that developmental toxic effects caused by glyphosate-based products are increased mainly due to formulation additives.",2020,104,173,179,http://dx.doi.org/10.1007/s00128-019-02774-z,YES,YES,NO,GROWTH/OXIDATIVE STRESS,n/a
wos1004,Guy,YES,"Kitulagodage, M; Astheimer, LB; Buttemer, WA",diacetone alcohol a dispersant solvent contributes to acute toxicity of a fipronil based insecticide in a passerine bird,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,"Fipronil, a phenyl pyrazole pesticide, is aerially applied in eastern Australia to control locust outbreaks, usually as Adonis 3UL lnsecticide (R) (BASF), an ultra low (UL) volume formulation containing 0.3% active pesticide. We tested the toxicities of technical-grade fipronil, the Adonis 3UL formulation and its components in zebra finch, a native bird at risk of exposure in locust control regions. We estimated oral-dose LD50 by the Up-and-Down method. Under laboratory conditions, we identified unexpectedly high toxicities due exclusively to diacetone alcohol (DAA), a solvent making up 12.5% of the Adonis 3UL formulation. In contrast, finches were asymptomatic when exposed to 0.3% technical grade fipronil dissolved in a minimum amount of acetone. Depending upon the behaviour and persistence of DAA under field conditions, this formulation of Adonis 3UL may pose a far greater threat to the health of small birds and possibly other vertebrates than expected for fipronil alone. (C) 2007 Elsevier Inc. All rights reserved.",2008,71,597,600,http://dx.doi.org/10.1016/j.ecoenv.2007.11.001,YES,YES,NO,n/a,n/a
scopus2979,Guy,YES,Bradbury S.P.; Coats J.R.; McKim J.M.,differential toxicity and uptake of two fenvalerate formulations in fathead minnows pimephales promelas,Environmental Toxicology and Chemistry,"The influence of the commercial emulsifier on the acute toxicity and uptake of fenvalerate [(R,S)‐α‐cyano‐3‐phenoxybenzyl(R,S)‐2‐(4‐chlorophenyl)‐3‐methylbutyrate], a synthetic pyre‐throid insecticide, by fathead minnows Pimephales promelas was examined. Flow‐through acute toxicity testing with measured concentrations of technical‐grade fenvalerate and a 30% active ingredient emulsifiable concentrate (EC) of the insecticide was conducted. Steady‐state LC50 values were reached by 72 and 120 to 168 h, respectively, in tests with technical‐grade and EC formulations of this insecticide. Initially, technical‐grade fenvalerate was more toxic; the 96–h LC50s for technical‐grade fenvalerate and the EC were 0.69 and 0.99 μg/L, respectively. By 168 h, an LC50 of 0.75 μg/L was determined for the EC, indicating that the incipient lethalities of the two formulations were similar. Fenvalerate concentration factors and residue levels in fish showed no significant differences between formulations. Residue levels associated with mortality decreased slightly with increasing fenvalerate water concentrations and ranged (mean) from approximately 1,000 to 1,500 ng/g. Levels in fish that survived testing increased with increasing exposure concentrations and ranged from about 600 to 900 ng/g. Concentration factors of 187 to 1,860 were calculated, with a mean of 1,670, as determined from fish that survived testing. The time required to accumulate residues was greater with the EC and contributed to a significantly slower uptake rate. Slower fenvalerate uptake in the presence of emulsifiers seemingly resulted in the initially lower toxicity of the EC formulation. Copyright © 1985 SETAC",1985,4,533,541,10.1002/etc.5620040413,YES,YES,NO,n/a,n/a
wos1222,Guy,YES,"Saenz, ME; Di Marzio, WD",ecotoxicity of herbicide glyphosate to four chlorophyceaen freshwater algae,LIMNETICA,"The increasing use of glyphosate in Argentina is directly related to the increase of areas cultivated with a glyphosate-tolerant transgenic variety of soybean. That has raised concern about the effects of this herbicide in the pampean aquatic ecosystems. Hence, the ecotoxicity of pure (active ingredient) and commercial grade (Roundup) of the herbicide glyphosate was evaluated towards four green freshwater algae: Scenedesmus acutus, Scenedesmus quadricauda, Chlorella vulgaris, and Raphidocelis subcapitata. Toxic effects of glyphosate were assessed on both short-term (photosynthetic rates, determined as oxygen production) and at long-term (growth of the populations, determined as number of cells). A stimulation of the photosynthetic rate was observed at low herbicide concentrations (hormesis). Pure grade short-term effects on the photosynthetic rates appeared at concentrations between 50 and 166 mg L-1 whereas long-term effects on growth appeared in the 1.55-4 mg L-1 range. The commercial grade resulted more toxic than the pure graded its long-term effects appeared at concentrations between 0.1-3.7 mg L-1. These concentrations are clearly below the expected environmental concentrations (EEC) for this herbicide. Recovery experiments showed that both the pure grade and the commercial grade had algistatic and not algicidal effects. Possible effects and implications at algal community level regarding competitiveness are discussed.",2009,28,149,158,NA,YES,YES,NO,n/a,"algal population growth. Tables are mislabelled, Table 1 and 3 are contrast of interest. In Spanish."
wos116,Guy,YES,"Allegrini, M; Zabaloy, MC; Gomez, ED",ecotoxicological assessment of soil microbial community tolerance to glyphosate,SCIENCE OF THE TOTAL ENVIRONMENT,"Glyphosate is the most used herbicide worldwide. While contrasting results have been observed related with its impact on soil microbial communities, more studies are necessary to elucidate the potential effects of the herbicide. Differences in tolerance detected by Pollution Induced Community Tolerance (PICT) approach could reflect these effects. The objective of the present study was to assess the tolerance to glyphosate (the active ingredient and a commercial formulation) of contrasting soils with (H) and without (NH) history of exposure. The hypothesis of a higher tolerance in H soils due to a sustained selection pressure on community structure was tested through the PICT approach. Results indicated that tolerance to glyphosate is not consistent with previous history of exposure to the herbicide either for the active ingredient or for a commercial formulation. Soils of H and NH sites were also characterized in order to determine to what extent they differ in their functional diversity and structure of microbial communities. Denaturant Gradient Gel Electrophoresis (DGGE) and Quantitative Real Time PCR (Q-PCR) indicated high similarity of Eubacteria profiles as well as no significant differences in abundance, respectively, between H and NH sites. Community level physiological profiling (CLPP) indicated some differences in respiration of specific sources but functional diversity was very similar as reflected by catabolic evenness (E). These results support PICT assay, which ideally requires soils with differences in their exposure to the contaminant but minor differences in other characteristics. This is, to our knowledge, the first report of PICT approach with glyphosate examining tolerance at soil microbial community level. (C) 2015 Elsevier B.V. All rights reserved.",2015,533,60,68,http://dx.doi.org/10.1016/j.scitotenv.2015.06.096,YES,YES,NO,n/a,"half- maximal inhibitory concentration of respiratory rate of microbial community, Table 2. "
wos17,Guy,YES,"Queiros, L; Vidal, T; Nogueira, AJA; Goncalves, FJM; Pereira, JL",ecotoxicological assessment of the herbicide winner top and its active substances are the other formulants truly inert?,ECOTOXICOLOGY,"Formulants used in Plant Protection Products (PPPs) to promote their efficiency are normally undisclosed in the PPP documentation, unless they bear a human health or environmental hazardous potential per se. PPP regulation also demands the assessment of putative interactions among formulants within each product recipe and consequent effects, but these results are often unavailable. Such a case is that of the herbicide Winner Top (Selectis (R), Portugal), which we selected as a model commercial formulation in the present study specifically aiming at (i) characterising its aquatic toxicity towards sensitive eco-receptors (Raphidocelis subcapitata, Chlorella vulgaris, Lemna minor and Lemna gibba), as well as that of its active substances (a.s.) nicosulfuron and terbuthylazine; (ii) comparing the ecotoxicity among the commercial formulation, the corresponding mixture of its a.s. and this a.s.'s mixture increasingly enriched with the formulants. Single chemical testing revealed that terbuthylazine was the strongest microalgae growth inhibitor and nicosulfuron was the strongest macrophyte growth inhibitor. On the other hand, the commercial formulation was consistently less toxic than the corresponding mixture of the a.s., suggesting that Winner Top formulants (72.9% of the commercial formulation) interact with the a.s., promoting less than additive effects in the selected non-target species. Importantly, this environmentally protective effect of the formulation can be apparent. Because macrophytes share most physiological features with the weeds targeted by the studied herbicide, it is likely that increased application doses are required to reach desired efficacy levels with the consequent detrimental increase of PPP residues load in edge-of-field freshwater ecosystems.",2018,27,945,955,http://dx.doi.org/10.1007/s10646-018-1939-z,YES,YES,NO,n/a,"two ais but they make a representative ai mixture, with the same ai concs as the formulation. Usable"
wos1843,Guy,YES,"Sihtmae, M; Blinova, I; Kunnis-Beres, K; Kanarbik, L; Heinlaan, M; Kahru, A",ecotoxicological effects of different glyphosate formulations,APPLIED SOIL ECOLOGY,"Glyphosate is an active substance of the most used herbicides worldwide. Nevertheless, questions on safety of glyphosate-based herbicides are periodically raised and recent studies indicate that glyphosate may not be as safe as assumed, mostly due to the additives/surfactants in its formulations. The aim of this study was to evaluate the effects of isopropylamine salt of glyphosate and two glyphosate-based herbicides, Roundup Max (TM) (containing surfactant polyethoxylated tallow amine, POEA) and Roundup Quick (TM) (without POEA), on non-target species. Special focus was on the evaluation of long-term effects of high concentrations (simulating accidental pollution, e.g. transportation spills) of glyphosate formulations on soil health. Laboratory ecotoxicity testing was conducted with (i) two aquatic organisms - crustaceans Daphnia magna and marine bacteria Vibrio fischeri, (ii) five bacterial strains (Escherichia coli MG1655, Pseudomonas putida KT2440 and three bacterial isolates from the soil) and (iii) terrestrial plants Raphanus sativus and Hordeum vulgare. Laboratory toxicity results showed that among the non-target test species, D. magna and V. fischeri were the most sensitive to glyphosate formulations: acute EC50 values ranged from 4 to 49 mg L-1. Direct relation between the toxicity of the tested formulations and the presence/absence of the surfactant POEA was not evident. Long-term outdoor experiments (April to September 2012) showed that the number of heterotrophic microbes in Roundup-spiked (up to 1000-fold the recommended field rate) soils during two months after the treatment were significantly higher than in the control soils, especially in case of Roundup Quick (TM). Residual toxicity of the treated soils to terrestrial plants decreased more rapidly in Roundup Quick-spiked soils. It was shown that in temperate climate conditions the recovery of soil health in case of (accidental) pollution by glyphosate formulations is slow and may even exceed the duration of the vegetation period. The mobility of glyphosate in the soils proved very low thus risks to aquatic ecosystems due to application of glyphosate-based herbicides may occur rather in case of direct contamination of surface water. (C) 2013 Elsevier B.V. All rights reserved.",2013,72,215,224,http://dx.doi.org/10.1016/j.apsoil.2013.07.005,YES,YES,NO,n/a,n/a
scopus3747,Guy,YES,Morgan M.J.; Kiceniuk J.W.,effect of fenitrothion on the foraging behavior of juvenile atlantic salmon,Environmental Toxicology and Chemistry,"Juvenile Atlantic salmon (Salmo salar) were exposed for 7 d to sublethal concentrations of technical grade fenitrothion and an operational formulation containing 11% fenitrothion Foraging behavior of the salmon was then tested in a stream tank Concentrations of 0 02 and 0 16 μl/L of technical grade fenitrothion and the operational formulation containing 0 08 and 0 16 μl/L of fenitrothion caused a significant decrease in the efficiency of the salmon's attack sequence These concentrations, and a concentration of 0 005 μl/L technical grade fenitrothion and 0 004 μl/L fenitrothion in the operational spray, produced a significant decrease in the salmon's reaction distance to prey All concentrations except for 0 004 μl/L fenitrothion in the operational formulation caused a significant decrease in the number of ingestions of prey made by the fish These results suggest that foraging behavior in salmon is impaired by exposure to very low levels of fenitrothion Copyright © 1990 SETAC",1990,9,489,495,10.1002/etc.5620090412,YES,YES,NO,FORAGING BEHAVIOUR,n/a
wos45,Guy,YES,"Bach, NC; Natale, GS; Somoza, GM; Ronco, AE",effect on the growth and development and induction of abnormalities by a glyphosate commercial formulation and its active ingredient during two developmental stages of the south american creole frog leptodactylus latrans,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,"We evaluated the acute lethal and sublethal effects of technical-grade glyphosate (GLY) and the GLY-based commercial formulation Roundup ULTRA MAXA (R) (RU) on two Gosner stages (Gss) 25 and 36 of the South-American Creole frog, Leptodactylus latrans. Bioassays were performed following standardized methods within a wide range of concentrations (0.0007-9.62 mg of acid equivalents per liter-a.e./L-of RU and 3-300 mg/L of GLY). The endpoints evaluated were mortality, swimming activity, growth, development, and the presence of morphologic abnormalities, especially in the mouthparts. No lethal effects were observed on larvae exposed to GLY during either Gs-25 or Gs-36. The concentrations inducing 50 % lethality in RU-exposed larvae at different exposure times and Gss ranged from 3.26 to 9.61 mg a.e./L. Swimming activity was affected by only RU. Effects on growth and development and the induction of morphologic abnormalities-like oral abnormalities and edema-were observed after exposure to either GLY or RU. Gs-25 was the most sensitive stage to both forms of the herbicide. The commercial formulation was much more toxic than the active ingredient on all the endpoints assessed. Effects on growth, development, and the induction of morphologic abnormalities observed in the range of environmental concentrations reported for agroecosystems of Argentina constitute an alert to the potential detrimental effects of the herbicide that could be affecting the fitness and survival of anurans in agroecosystems.",2016,23,23959,23971,http://dx.doi.org/10.1007/s11356-016-7631-z,YES,YES,NO,GROWTH,LD50 >300 for AI. Have to simulate SD.
wos91,Guy,YES,"Mansano, AS; Moreira, RA; Dornfeld, HC; Freitas, EC; Vieira, EM; Sarmento, H; Rocha, O; Seleghim, MHR",effects of diuron and carbofuran and their mixtures on the microalgae raphidocelis subcapitata,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,"In aquatic environments, organisms are often exposed to mixtures of several pesticides. In this study, the effects of carbofuran and diuron and their mixtures on the microalgae Raphidocelis subcapitata were investigated. For this purpose, toxicity tests were performed with the single compounds (active ingredients and commercial formulations) and their combinations (only active ingredients). According to the results, the toxicity of active ingredients and their commercial formulations to R. subcapitata was similar. In the single exposures, both carbofuran and diuron inhibited significantly the it subcapitntn growth and caused physiological (chlorophyll a content) and morphological (complexity and cell size) changes in cells, as captured by flow cytometry single-cell properties. Regarding the mixture toxicity tests, data fitted to both reference models, concentration addition (CA) and independent action (IA), and evidenced significant deviations. After the CA fitting, dose-ratio dependent deviation had the best fit to the data, demonstrating synergism caused mainly by diuron and antagonism caused mainly by carbofuran. After fitting the IA model, a synergistic deviation represented the best fit for the diuron and carbofuran mixtures. In general, the two reference models indicated the occurrence of synergism in the mixtures of these compounds, especially when diuron was the dominant chemical in the combinations. The increased toxicity caused by the mixture of these pesticides could pose a greater environmental risk for phytoplankton. Thus, exposure to diuron and carbofuran mixtures must also be considered in risk assessments, since the combination of these compounds may result in more severe effects on algae population growth than single exposures.",2017,142,312,321,http://dx.doi.org/10.1016/j.ecoenv.2017.04.024,YES,YES,NO,PHYSIOLOGY/MORPHOLOGY,n/a
wos26,Guy,YES,"Mansano, AS; Moreira, RA; Pierozzi, M; Oliveira, TMA; Vieira, EM; Rocha, O; Regali-Seleghim, MH",effects of diuron and carbofuran pesticides in their pure and commercial forms on paramecium caudatum: the use of protozoan in ecotoxicology,ENVIRONMENTAL POLLUTION,"Toxic effects of diuron and carbofuran on Paramecium caudatum were evaluated. Acute and chronic tests were conducted with diuron and carbofuran active ingredients and their commercial formulations, Diuron Nortox (R) 500 SC and Furadan (R) 350 SC, respectively. The sensitivity range of P. caudatum to reference substance sodium chloride was established. A preliminary risk assessment of diuron and carbofuran for Brazilian water bodies was performed. The tests indicated that toxicity of pure diuron and its commercial formulation was similar, while the commercial product carbofuran was more toxic than its pure form. In acute tests, readings were carried out at 2, 3, 4 and 6 h and showed an increase of mortality with increasing exposure time. The sensitivity of P. caudatum to NaCl ranged from 3.31 to 4.44 g L-1, averaging 3.88 g L-1. For diuron, the 6 h LC50 was 64.6 +/- 3.3 mg L-1 for its pure form and 62.4 +/- 2.5 mg L-1 for its commercial formulation. Carbofuran active ingredient was less toxic than that of diuron, presenting a 6 h LC50 of 142.0 +/- 2.4 mg L-1 for its pure form and 70.4 +/- 2.2 mg L-1 for its commercial product. Chronic tests showed that these pesticides cause significant decrease on population growth, generation number and biomass of P. caudatum. The 24 h IC50 was 7.10 +/- 0.58 mg L-1 for pure diuron, 6.78 +/- 0.92 mg L-1 for commercial diuron, 22.95 +/- 3.57 mg L-1 for pure carbofuran and 4.98 +/- 0.62 mg L-1 for commercial carbofuran. Preliminary risk assessment indicated that diuron and carbofuran present potential ecological risks for Brazilian water bodies. P. caudatum was a suitable and sensitive test organism to evaluate diuron and carbofuran toxicity to freshwater protozooplankton and, taking into account the relevant role of protozoans in aquatic environments, we strongly recommend its inclusion in ecotoxicological studies. (C) 2015 Elsevier Ltd. All rights reserved.",2016,213,160,172,http://dx.doi.org/10.1016/j.envpol.2015.11.054,YES,YES,NO,GROWTH,n/a
wos2136,Guy,YES,"Metcalfe, TL; Dillon, PJ; Metcalfe, CD",effects of formulations of the fungicide pentachloronitrobenzene on early life stage development of the japanese medaka (oryzias latipes),CHEMOSPHERE,"Quintozene is a fungicide containing the active ingredient, pentachloronitrobenzene (PCNB) that is used to control snow mold on golf courses in temperate regions of North America. In this study, quintozene and a formulation of quintozene widely used on golf Courses, FFII (TM) were tested for toxicity to early life stages of the Japanese medaka, Oryzias latipes. For medaka exposed in static non-renewal assays to quintozene for 17 d from the fertilized egg stage to yolk resorption at the fry stage, the LC50 for mortality was a nominal concentration of 707 mu g l(-1) and the effective concentration for 50% hatch (i.e. EC50) was a nominal concentration of 71 mu g l(-1). Eggs and fry showed developmental abnormalities, including ocular malformations and retarded development of the brain, notochord, organs and body segmentation, which were interpreted as teratogenic responses to exposure to PCNB. For medaka exposed to quintozene, the LOECs for abnormalities of the eye and all other developmental abnormalities were 750 and 100 mu g l(-1), respectively. In medaka exposed to the FFII (TM) formulation, similar patterns of mortalities, reduced hatching success and developmental abnormalities were observed, but at higher test concentrations that were consistent with the proportion of quintozene in the formulation. For medaka exposed to the formulation, the LOECs for abnormalities of the eye and all other developmental abnormalities were 10000 and 1000 mu g l(-1), respectively. Overall, these data indicate that studies should be conducted to assess the risk of exposure of early life stages of fish to quintozene in watersheds impacted by golf courses. (c) 2008 Elsevier Ltd. All rights reserved.",2008,71,1957,1962,http://dx.doi.org/10.1016/j.chemosphere.2007.12.018,YES,YES,NO,FITNESS/DEFORMITIES,have to express in AI conc
scopus1818,Guy,YES,Di Cristofano C.A.; Juárez Á.B.; Moretton J.; Magdaleno A.,effects of heavy metals glyphosate and their binary combinations on the growth of green algae; [efectos de metales pesados glifosato y sus mezclas binarias sobre el crecimiento de algas verdes],Ecologia Austral,"Rivers and streams of rural areas of the Buenos Aires Province contain variable concentrations of heavy metals and glyphosate. In this study, the toxicity of the metals Cu, Pb and Zn, the herbicide glyphosate (active product and ATANOR® formulation) and their binary combinations, was assessed on two green algae species (the standard species Raphidocelis subcapitata and a native strain of Scenedesmus acutus isolated from Burgos Stream [Buenos Aires]). The bioassays were carried out applying a concentration range of 0.5 mg L - 20 mg/L, in incubations lasting 7 days after which the algal density was estimated. To obtain the effective concentrations inhibiting 10, 20 and 50% of the growth (EC10, EC20 and EC50) of individual substances and their combinations, the percentage of growth inhibition (%I) was modeled as a function of each concentration by a nonlinear fit. According to the EC50 obtained for each species, the toxicity of Cu and Zn was higher in R. subcapitata (7.47±2.14 and 6.51±2.26 mg/L, respectively) than in S. acutus (10.90±3.75 and> 20 mg/L), while Pb and glyphosate active compound were not toxic for neither of the two strains. ATANOR® glyphosate was toxic only to R. subcapitata (EC50=12.00±3.10 mg/L). According to the EC10 and EC20 values of the individual substances and the binary combinations, S. acutus showed higher sensitivity than R. subcapitata. From the analysis of toxic units (TU), the combinatios Cu+Zn, Cu+glyphosate ATANOR® and Zn+glyphosate ATANOR® showed antagonistic effects on R. subcapitata (according to the TU values obtained from EC20 and EC50), while the Cu+Pb and Cu+Zn combinations showed synergistic and antagonistic effects, respectively, on S. acutus (according to the TU values obtained from the EC20). These results highlight the importance of conducting bioassays of toxic substances using native algal strains which allow inferring potential effects in native communities and food webs. © 2021, Asociacion Argentina de Ecologia. All rights reserved.",2021,31,53,64,,YES,YES,NO,n/a,in spanish.
scopus1253,Guy,YES,Liu Z.; Zhang P.; Yang J.; Gao Y.; Fan J.; Fan R.,effects of imidacloprid applied alone or in combination with organosilicone surfactants on biological traits and predatory feeding of chrysoperla nipponensis (neuroptera: chrysopidae),Journal of Economic Entomology,"Organosilicone adjuvants are widely used to increase insecticide application on targeted surfaces. In this work, our aim was to investigate side effects of imidacloprid treatment, either applied alone or in combination with organosilicone compounds, against Chrysoperla nipponensis, an important predator of aphids. Four types of organosilicones were mixed with imidacloprid at different concentrations. The toxicity of the mixture to C. nipponensis was measured under laboratory conditions. The LC50 and LC30 of imidacloprid applied alone and in combination with 0.05% organosilicone were determined. Imidacloprid (LC30) applied alone or in combination with 0.05% organosilicone was used to treat second instar larvae of C. nipponensis; thereafter, its effects on the growth, development, longevity, reproduction, and predatory ability of C. nipponensis were evaluated The results demonstrated that the organosilicone Silwet L-77 reduced the LC50 and LC30 of imidacloprid to 6.09 (95% CI: 2.31-9.42) and 10.95 mg/L (95% CI: 8.16-13.63), respectively, and enhanced imidacloprid toxicity to C. nipponensis, as reflected by the resulting extension of the growth and developmental period, reduction in female longevity, and inhibition of reproduction. When applied alone or in combination with an organosilicone, imidacloprid reduced the consumption of Corcyra cephalonica eggs by C. nipponensis. The functional response of C. nipponensis treated with imidacloprid alone or in combination with organosilicone was type II. Concomitantly, the attack rate was reduced and the handling time of prey increased.  © 2021 The Author(s). Published by Oxford University Press on behalf of Entomological Society of America. All rights reserved.",2021,114,2069,2075,10.1093/jee/toab157,YES,YES,NO,GROWTH/REPRODUCTION,n/a
wos1042,Guy,YES,"Eszter, T; Klatyik, S; Maria, M; Racz, G; Krisztina, K; Bela, D; Szekacs, A",effects of neonicotinoid insecticide formulations and their components on daphnia magna   the role of active ingredients and co formulants,INTERNATIONAL JOURNAL OF ENVIRONMENTAL ANALYTICAL CHEMISTRY,"Formulating agents used in pesticide products have been regarded as inactive/inert components; however, several studies confirmed additive, synergistic or antagonistic effects between the active ingredients (AIs) and additives, or the individual toxicity of the formulating agents. The worldwide used neonicotinoid insecticides and their components can reach surface waters, due to their physico-chemical properties (e.g. water solubility) or improper application in chemical plant protection technology, and can adversely affect non-target aquatic organisms. Formulated pesticides were analysed for alkane sulphonate surfactants by using liquid chromatography coupled with tandem mass spectrometry. In acute immobilisation tests on Daphnia magna, differences were found among the toxicity of the investigated neonicotinoid AIs and formulations. The toxicity of a formulated insecticide (APACHE 50 WG (R) - AI: clothianidin) was found to be 46.5 times more toxic than explained by its AI, probably due to toxic effect of the formulating agents on D. magna. In contrast, two preparations (CALYPSO 480 SC (R) - AI: thiacloprid, ACTARA 240 SC (R) - AI: thiamethoxam) were 2-3 times less toxic than their AIs. Results indicate possible synergistic/antagonistic interaction with the AIs.",2017,97,885,900,http://dx.doi.org/10.1080/03067319.2017.1363196,YES,YES,NO,n/a,n/a
wos1189,Guy,YES,"Demetrio, PM; Rossini, GDB; Bonetto, CA; Ronco, AE",effects of pesticide formulations and active ingredients on the coelenterate hydra attenuata (pallas 1766),BULLETIN OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,"Lethal effects of active ingredients and formulations of widely used soybean pesticides were assessed with the Hydra attenuata toxicity test. Studied pesticides were insecticides chlorpyrifos and cypermethrin, and herbicide glyphosate. Results indicate the following toxicity trend: chlorpyrifos > cypermethrin > glyphosate. Tested active ingredients of insecticides and respective formulations did not significantly differ between them. Glyphosate formulation exhibited higher toxicity at low concentrations (LC(1-10)) respect to active ingredient, reversing this behavior at higher concentrations (LC(50-90)). Comparing H. attenuata sensitivity with existent toxicity data for aquatic organisms indicates that this species is poorly sensitive to tested insecticides and highly sensitive to the herbicide.",2012,88,15,19,http://dx.doi.org/10.1007/s00128-011-0463-0,YES,YES,NO,n/a,n/a
