STUDY_ID,REVIEWERS,INCLUDE,AUTHORS,TITLE,JOURNAL,ABSTRACT,YEAR,VOLUME,LPAGES,UPAGES,DOI,MORTALITY_SURVIVAL_ORGANISM_VIABILITY,LD50_WITH_CI_AVAILABLE,DATA_REQUEST_REQUIRED,OTHER_ENDPOINTS_STUDIED,COMMENTS
scopus38,Guy,YES,Merkle J.; Schulz V.; Gelbke H.P.,an embryotoxicity study of the fungicide tridemorph and its commercial formulation calixin,Teratology,"Tridemorph (N‐tridecyl‐2,6‐dimethylmorpholine), the active ingredient of the commercially formulated fungicide Calixin, is a teratogen in rats and mice. The no‐effect level for embryotoxic effects was 27.5 mg/kg for mice and 20.6 mg/kg for rats. By contrast, when Calixin, which contains 83% tridemorph, was administered orally at dose levels of 0.156, 0.722, and 3.909 mg/kg, no embryotoxic effects were observed in two strains of rats. Our extensive investigations, carried out under exposure conditions resembling as closely as possible those reported in another study, did not reproduce the previous findings of teratogenicity of Calixin. Copyright © 1984 Wiley‐Liss, Inc., A Wiley Company",1984,29,259,269,10.1002/tera.1420290212,NO,NO,NO,EMBRYOTOXICITY,n/a
scopus3610,Guy,YES,Plewa M.J.; Wagner E.D.; Gentile G.J.; Gentile J.M.,an evaluation of the genotoxic properties of herbicides following plant and animal activation,Mutation Research/Genetic Toxicology,"Commercial and technical grades of 11 herbicides and 13 combinations of commercial grade herbicides were evaluated for their genotoxic properties with Salmonella typhimurium, Saccharomyces cerevisiae directly and following plant and animal activation, or with Zea mays. The herbicides were related by their use in commercial corn (maize) production. Commercial grade formulations of each herbicide and combination of herbicides were also evaluated in situ with the pollen waxy locus assay of Z. mays. Eradicane and bifenox were negative in all assays. Alachlor, propachlor, procyazine and SD50093 (a formulation of cyanazine plus atrazine) were positive in one assay. Cyanazine, dicamba and metolachlor were positive in 2 assays. Atrazine, simazine and butylate were tested only in situ. Atrazine and simazine were positive and butylate was negative. Of the combinations of herbicides evaluated with the 3 genetic assays, alachlor plus bifenox and procyazine plus metolachlor were positive in 1 assay and metolachlor plus atrazine was positive in 2 assays. Of the combinations of herbicides evaluated only in situ, butylate plus atrazine, eradicane plus atrazine, eradicane plus cyanazine and metolachlor plus cyanazine were positive while butylate plus cyanazine was negative. © 1984.",1984,136,233,245,10.1016/0165-1218(84)90057-0,NO,NO,NO,GENOTOXICITY,n/a
scopus3725,Guy,YES,Gentile J.M.; Gentile G.J.; Bultman J.; Sechriest R.; Wagner E.D.; Plewa M.J.,an evaluation of the genotoxic properties of insecticides following plant and animal activation,Mutation Research/Genetic Toxicology,"Commercial and technical grades of 10 insecticides were evaluated for genotoxicity with Salmonella typhimurium and Saccharomyces cerevisiae directly and following plant and animal activation. Field-grade formulations of each insecticide were also tested for mutations at the waxy (wx) locus in Zea mays in situ. Carbofuran, chloropyrifos, curacron, metham and phorate were negative in all assays. Ethoprop and terbufos were each positive in 1 assay, and chlordane, fonofos and heptachlor were each positive in 2 assays. Fonofos and terbufos were positive directly and following animal activation while chlordane and heptachlor were positive following both plant and animal activation. Chlordane, ethoprop, and heptachlor were positive in Z. mays. © 1982.",1982,101,19,29,10.1016/0165-1218(82)90161-6,NO,NO,NO,GENOTOXICITY,n/a
wos780,Guy,YES,"Simoes, T; Novais, SC; Natal-Da-Luz, T; Devreese, B; de Boer, T; Roelofs, D; Sousa, JP; van Straalen, NM; Lemos, MFL",an integrative omics approach to unravel toxicity mechanisms of environmental chemicals: effects of a formulated herbicide,SCIENTIFIC REPORTS,"The use of integrative molecular approaches can aid in a comprehensive understanding of the effects of toxicants at different levels of biological organization, also supporting risk assessment. The present study aims to unravel the toxicity mechanisms of a widely used herbicide to the arthropod Folsomia candida exposed in a natural soil, by linking effects on reproduction, proteomics and genome-wide gene expression. The EC50 effects on reproduction over 4 weeks was 4.63 mg glyphosate/kg of soil. The formulation included a polyethoxylated tallowamine as an adjuvant, which at 50% effect on reproduction had an estimated concentration of 0.87-1.49 mg/kg of soil. No effects were observed on survival and reproduction when using the isolated active substance, pointing the toxicity of the formulated product to the co-formulant instead of the active ingredient, glyphosate. RNA sequencing and shotgun proteomics were applied to assess differential transcript and protein expressions between exposed and control organisms in time, respectively. Specific functional categories at protein and transcriptome levels were concordant with each other, despite overall limited correlations between datasets. The exposure to this formulation affected normal cellular respiration and lipid metabolism, inducing oxidative stress and leading to impairment in biological life cycle mechanisms such as molting and reproduction.",2018,8,NA,NA,http://dx.doi.org/10.1038/s41598-018-29662-6,YES,NO,YES,REPRODUCTION,n/a
coxcited128,Guy,YES,"Soloneski, Sonia; Nikoloff, Noelia; Larramendy, Marcelo L.",analysis of possible genotoxicity of the herbicide flurochloridone and its commercial formulations: endo iii and fpg alkaline comet assays in chinese hamster ovary (cho k1) cells,MUTATION RESEARCH-GENETIC TOXICOLOGY AND ENVIRONMENTAL MUTAGENESIS,"Cytotoxic and genotoxic effects of flurochloridone (FLC) and its formulations Twin Pack Gold (R) and Rainbow (R) were evaluated in CHO-K1 cells. Using the alkaline single-cell gel electrophoresis (SCGE) assay, we observed that FLC (15 mu g/ml), Twin Pack Gold (R) or Rainbow (R) induced primary DNA damage, increasing the frequency of damaged nucleoids. Vitamin E pretreatment did not modify the effect. Decreased cell viability was observed only in Twin Pack Gold (R)-treated cultures and was significantly ameliorated by vitamin E. Post-treatment of herbicide-damaged CHO-K1 cells with the enzymes Endo III or Fpg did not increase FLC-, Twin Pack Gold (R)-, or Rainbow (R)-induced DNA damage. These results demonstrate that neither FLC nor FLC-based formulations induce DNA damage through hydroxyl radical or lipid alkoxyl radical production, and that the induced DNA lesions were not related to oxidative damage at the purine/pyrimidine level. Our observations strongly suggest that the cytotoxic effects observed after Twin Pack Gold (R) exposure are due to the excipients contained within the technical formulation rather than FLC itself. (C) 2016 Elsevier B.V. All rights reserved.",2016,797,46,52,10.1016/j.mrgentox.2016.01.004,NO,NO,NO,CYTOTOXICITY,n/a
wos20,Guy,YES,"Moretti, M; Villarini, M; ScassellatiSforzolini, G; Pasquini, R; Monarca, S",applicability of aspecific noninvasive methods for biomonitoring of occupational exposure to deltamethrin: preliminary study using an animal model,ARCHIVES OF ENVIRONMENTAL CONTAMINATION AND TOXICOLOGY,"Deltamethrin (CAS registry No. 52918-63-5), a synthetic dibromo-pyrethroid insecticide is highly effective against a broad spectrum of insects, and is widely used on crops and in public health programs. Data on the genotoxicity and carcinogenicity of deltamethrin are rather controversial, depending on the genetic system or the assay used. The aim of the present study was to analyze previously demonstrated metabolic changes using aspecific noninvasive methods in rats which art: potentially applicable for monitoring occupational exposure. Since human exposure to pesticides occurs not only to active principles but to ail chemicals present in a commercial formulation, we tested both the pure compound and a deltamethrin-based commercial formulation. Groups of rats were treated, i.p., consecutively for 7 days. The daily doses tested were 5 and 10 mg/kg body weight for pure deltamethrin, corresponding to volumes of 178.57 and 377.14 mu l/kg body weight for the commercial formulation (containing 2.8% deltamethrin). Urine was analyzed for mutagenic metabolites, thioethers, and D-glucaric acid content. Faeces extracts were tested for mutagenicity. Results show that DGA urinary excretion values did not mirror the phase I enzyme induction capability of the insecticide. Results obtained for urinary thioethers do not agree completely with those obtained on the influence of deltamethrin on glutathione S-transferase activity in rat liver. In fact, after administration of the deltamethrin commercial formulation, highest thioether excretion values were obtained during the treatment time for treated animals, as compared to controls. The mean values (+/-SEM) of thioether excretion were 0.033 +/- 0.002 mu mole -SH/24 h for control animals, 0.122 +/- 0.004 and 0.185 +/- 0.025 for the two treatment groups. Thence, thioether determination in urine samples seems to be a suitable aspecific noninvasive method for assessing exposure to deltamethrin-based formulations, particularly those containing xylene and mesitylene as solvents, as in the tested formulation. Negative or toxic results obtained in the urinary and faecal mutagenicity test seem to exclude the formation and excretion of mutagenic metabolites following treatment with deltamethrin.",1997,33,323,328,http://dx.doi.org/10.1007/s002449900260,NO,NO,NO,MUTAGENICS,n/a
wos2056,Guy,YES,"Settivari, RS; Gehen, SC; Amado, RA; Visconti, NR; Boverhof, DR; Carney, EW",application of the keratinosens (tm) assay for assessing the skin sensitization potential of agrochemical active ingredients and formulations,REGULATORY TOXICOLOGY AND PHARMACOLOGY,"Assessment of skin sensitization potential is an important component of the safety evaluation process for agrochemical products. Recently, non-animal approaches including the KeratinoSens (TM) assay have been developed for predicting skin sensitization potential. Assessing the utility of the KeratinoSens (TM) assay for use with multi-component mixtures such as agrochemical formulations has not been previously evaluated and is a significant need. This study was undertaken to evaluate the KeratinoSens (TM) assay prediction potential for agrochemical formulations. The assay was conducted for 8 agrochemical active ingredients (AIs) including 3 sensitizers (acetochlor, meptyldinocap, triclopyr), 5 non-sensitizers (aminopyralid, clopyralid, florasulam, methoxyfenozide, oxyfluorfen) and 10 formulations for which in vivo sensitization data were available. The KeratinoSens (TM) correctly predicted the sensitization potential of all the AIs. For agrochemical formulations it was necessary to modify the standard assay procedure whereby the formulation was assumed to have a common molecular weight. The resultant approach correctly predicted the sensitization potential for 3 of 4 sensitizing formulations and all 6 non-sensitizing formulations when compared to in vivo data. Only the meptyldinocap-containing formulation was misclassified, as a result of high cytotoxicity. These results demonstrate the promising utility of the KeratinoSens (TM) assay for evaluating the skin sensitization potential of agrochemical AIs and formulations. (C) 2015 Elsevier Inc. All rights reserved.",2015,72,350,360,http://dx.doi.org/10.1016/j.yrtph.2015.05.006,NO,NO,NO,SKIN SENSITISATION,n/a
wos1140,Guy,YES,"Mortl, M; Takacs, E; Klatyik, S; Szekacs, A",aquatic toxicity and loss of linear alkylbenzenesulfonates alone and in a neonicotinoid insecticide formulation in surface water,SCIENCE OF THE TOTAL ENVIRONMENT,"Substance losses of linear alkylbenzene sulfonates (LASs) in a neat surfactant mixture, in an insecticide formulation MOSPILAN 20 SG, and in solutions with different neonicotinoid active ingredients (AIs) was studied in distilled water and in surface water samples originated from River Danube. Analytical measurements were performed both by HPLC-UV and commercial ELISA methods. Loss rates of LASs were found different in these aqueous matrices, with decomposition rates higher for the neat surfactant mixture than for MOSPILAN 20 SG (nearly 2- and 9-fold in distilled water and in surface water from River Danube, respectively). Half-lives determined in surface water from River Danube were shown to be affected by the presence of neonicotinoid AIs thiacloprid > imidacloprid > acetamiprid (ACE), while clothianidin and thiamethoxam did not affect LAS decomposition. Aquatic toxicity of MOSPILAN 20 SG, along with that of its AI ACE and co-formulant LAS, as well as the mixture of ACE and LAS was also investigated in the 48-h acute immobilisation assay on the water flea (Daphnia magna) aquatic indicator organism. LAS appeared to be significantly (8-fold) more toxic in the D. magna test than ACE, and the toxicity of the formulated insecticide was found to be 1.3 and 19.6 times higher than explained by its AI and LAS content, respectively, indicating synergistic toxicity. The strongest synergy between ACE and LASs was observed, when the neat forms of the two substances were applied in combination at concentrations equivalent to those in MOSPILAN 20 SG. (C) 2018 Elsevier B.V. All rights reserved.",2019,652,780,787,http://dx.doi.org/10.1016/j.scitotenv.2018.10.211,YES,YES,NO,n/a,n/a
wos2111,Guy,YES,"Tsui, MTK; Chu, LM",aquatic toxicity of glyphosate based formulations: comparison between different organisms and the effects of environmental factors,CHEMOSPHERE,"Glyphosate-based herbicides (e.g. Roundup((R))) are extensively used in the aquatic environment, but there is a paucity of data on the toxicity of the formulated products and the influences by environmental factors. In this study, the acute toxicity of technical-grade glyphosate acid, isopropylamine (IPA) salt of glyphosate, Roundup((R)) and its surfactant polyoxyethylene amine (POEA) to Microtox((R)) bacterium (Vibrio fischeri), microalgae (Selenastrum capricornutum and Skeletonema costatum), protozoa (Tetrahymena pyriformis and Euplotes vannus) and crustaceans (Ceriodaphnia dubia and Acartia tonsa) was examined and the relative toxicity contributions of POEA to Roundup((R)) were calculated. The effects of four environmental factors (temperature, pH, suspended sediment and algal food concentrations) on the acute toxicity of Roundup((R)) to C dubia were also examined. Generally, the toxicity order of the chemicals was: POEA > Roundup((R)) > glyphosate acid > IPA salt of glyphosate, while the toxicity of glyphosate acid was mainly due to its high acidity. Microtox((R)) bacterium and protozoa had similar sensitivities towards Roundup((R)) toxicity (i.e. IC50 from 23.5 to 29.5 mg AE/l). In contrast, microalgae and crustaceans were 4-5 folds more sensitive to Roundup((R)) toxicity than bacteria and protozoa. Except photosynthetic microalgae, POEA accounted for more than 86% of Roundup((R)) toxicity and the toxicity contribution of POEA was shown to be species-dependent. Increase in pH (6-9) and increase of suspended sediment concentration (0-200 mg/l) significantly increased the toxicity of Roundup((R)) to C dubia, but there were no significant effects due to temperature change and food addition. (C) 2003 Elsevier Science Ltd. All rights reserved.",2003,52,1189,1197,http://dx.doi.org/10.1016/S0045-6535(03)00306-0,YES,YES,NO,n/a,n/a
scopus467,Guy,YES,Renner R.,"are industry's secret ""inerts"" an unrecognized environmental danger?",Environmental science & technology.,[No abstract available],2005,39,417A,418A,,n/a,n/a,n/a,n/a,was not making comparison of interest.
coxcited142,Guy,YES,"de Perre, Chloe; Williard, Karl W. J.; Schoonover, Jon E.; Young, Bryan G.; Murphy, Tracye M.; Lydy, Michael J.",assessing the fate and effects of an insecticidal formulation,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,"A 3-yr study was conducted on a corn field in central Illinois, USA, to understand the fate and effects of an insecticidal formulation containing the active ingredients phostebupirim and cyfluthrin. The objectives were to determine the best tillage practice (conventional vs conservation tillage) in terms of grain yields and potential environmental risk, to assess insecticidal exposure using concentrations measured in soil and runoff water and sediments, to compare measured insecticidal concentrations with predicted concentrations from selected risk assessment exposure models, and to calculate toxicity benchmarks from laboratory bioassays performed on reference aquatic and terrestrial nontarget organisms, using individual active ingredients and the formulation. Corn grain yields were not significantly different based on tillage treatment. Similarly, field concentrations of insecticides were not significantly (p>0.05) different in strip tillage versus conventional tillage, suggesting that neither of the tillage systems would enable greater environmental risk from the insecticidal formulation. Risk quotients were calculated from field concentrations and toxicity data to determine potential risk to nontarget species. The insecticidal formulation used at the recommended rate resulted in soil, sediment, and water concentrations that were potentially harmful to aquatic and terrestrial invertebrates, if exposure occurred, with risk quotients up to 34. Environ Toxicol Chem 2015;34:197-207. (c) 2014 SETAC",2015,34,197,207,10.1002/etc.2786,YES,NO,YES,NO,two ais and they don't properly report the ai/form comparison. With the raw data I may be able to do something. 
wos1908,Guy,YES,"Zhang, XX; Xu, ZL; Qian, XT; Lin, DH; Zeng, T; Filser, J; Li, LXY; Kah, M",assessing the impacts of cu(oh)(2) nanopesticide and ionic copper on the soil enzyme activity and bacterial community,JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY,"Nanopesticides are being introduced in agriculture, and the associated environmental risks and benefits must be carefully assessed before their widespread agricultural applications. We investigated the impacts of a commercial Cu(OH)(2) nanopesticide formulation (NPF) at different agricultural application doses (e.g., 0.5, 5, and 50 mg of Cu kg(-1)) on enzyme activities and bacterial communities of loamy soil (organic matter content of 3.61%) over 21 days. Results were compared to its ionic analogue (i.e., CuSO4) and nano-Cu(OH)(2) including both the commercial unformulated active ingredient of NPF (AI-NPF) and synthesized Cu(OH)(2) nanorods (NR). There were negligible changes in the activity of acid phosphatase, regardless of exposure dose, whereas significant (p < 0.05) variations in activities of invertase, urease, and catalase were observed at a dose of 5 mg kg(-1) or higher. Invertase activity decreased with an increasing bioavailable Cu concentration in soil under various treatments. In comparison to CuSO4, both Cu(OH)(2) nanopesticide (i.e., NPF) and nano-Cu(OH)(2) (i.e., AI-NPF and NR) caused a significant (p < 0.05) inhibition of urease activity, wherein a significant (p < 0.05) increase in the activity of catalase was observed, representing serious oxidative stress. Accordingly, NPF, AI-NPF, and NR differently affected soil bacterial abundance, diversity, and community compared to CuSO4, which could have resulted from the changes in the bioavailable Cu concentration as a result of the distinct nature of copper spiked (i.e., nano form versus salt). Moreover, minor differences in the soil enzyme activity and bacterial community were observed between NPF and AI-NPF, reflecting that the impact of the Cu(OH)(2) nanopesticide was primarily attributed to the presence of nano-Cu(OH)(2). In total, the impacts of nano-Cu(OH)(2) on the soil bacterial community and enzyme activity tested in this study differed from CuSO4, shedding light on the environmental risks of the Cu(OH)(2) nanopesticide in the long run.",2020,68,3372,3381,http://dx.doi.org/10.1021/acs.jafc.9b06325,NO,NO,NO,ENZYME ACTIVITY,n/a
wos840,Guy,YES,"Silva, CDE; Mariette, J; Verweij, RA; van Gestel, CAM",assessing the toxicity of thiamethoxam in natural lufa 2.2 soil through three generations of folsomia candida,ECOTOXICOLOGY,"In the field, long-term exposure is a rule rather than an exception. As a consequence, the relatively short-term standard toxicity tests may not be adequate for assessing long-term effects of pesticide exposure. This study determined the toxicity of the neonicotinoid thiamethoxam, both pure and in the formulation Actara (R) (25% active substance), to the springtail Folsomia candida, over three generations (P, Fl and F2). For the parental generation (P), the toxicity of pure thiamethoxam and Actara (R) did not differ significantly, with LC50S and EC50S of 0.32-0.35 and 0.23-0.25 mg a.s./kg dry soil, respectively. For the Fl and F2 generations, LC50S were >0.37 mg a.s./kg dry soil for both compounds. Actara was more toxic towards reproduction in the F1 generation (EC50 0.16 mg a.s./kg dry soil) than pure thiamethoxam (EC50 0.23 mg a.s./kg dry soil). For generation F2, there was no significant difference in the toxicity of the compounds towards reproduction, with EC50S of >0.37 and 0.30 mg a.s./kg dry soil for Actara (R) and pure thiamethoxam respectively. These results suggest a slight decrease in the toxicity of the compounds throughout the generations tested. The similarity in the toxicity of pure and formulated thiamethoxam indicates that the ingredients in the formulation Actara (R) do not enhance toxicity.",2018,27,764,771,http://dx.doi.org/10.1007/s10646-018-1922-8,YES,YES,NO,REPRODUCTION,n/a
wos225,Guy,YES,"Nikoloff, N; Larramendy, ML; Soloneski, S",assessment of dna damage cytotoxicity and apoptosis in human hepatoma (hepg2) cells after flurochloridone herbicide exposure,FOOD AND CHEMICAL TOXICOLOGY,"In vitro effects of flurochloridone (FLC) and its formulations Twin Pack Gold (R) [25% active ingredient (a.i)] and Rainbow (R) (25% a.i.) were evaluated in HepG2 cells. Whereas cytokinesis-blocked micronucleus cytome (CBMN-cyt) and single-cell gel electrophoresis (SCGE) assays were employed for genotoxicity, MU, neutral red, and apoptosis detections were used for cytotoxicity evaluation. Activities were tested within the concentration range of 0.25-15 mu g/ml FLC. Results demonstrated that neither FLC nor Rainbow (R) was able to induce MNs. On the other hand, 5 mu g/ml Twin Pack Gold (R) only increased MN frequency. Furthermore, 10 and 15 mu g/ml of both formulations resulted in cellular cytotoxicity demonstrated by alterations in the nuclear division index and cellular death. A marked increase in the genetic damage index was observed after treatment with all compounds. SCGE assay appeared to be more sensitive bioassay for detecting primary DNA strand breaks at lower concentrations of FLC than did MN. Our results reveal that FLC and its two formulations trigger apoptosis on HepG2 cells. The results represent the first experimental evidence of the in vitro apoptogenic role exerted on mammalian cells by FLC and the FLC-based formulations Rainbow (R) and Twin Pack Gold (R), at least on HepG2 cells. (C) 2014 Elsevier Ltd. All rights reserved.",2014,65,233,241,http://dx.doi.org/10.1016/j.fct.2013.12.045,NO,NO,NO,CYTOTOXICITY,n/a
wos132,Guy,YES,"Padula, G; Ponzinibbio, MV; Picco, S; Seoane, A",assessment of the adverse effects of the acaricide amitraz: in vitro evaluation of genotoxicity,TOXICOLOGY MECHANISMS AND METHODS,"Amitraz is a formamidine widely used in Veterinary Medicine for the treatment of ectoparasites. It is a highly liposoluble compound that is quickly absorbed through the skin and mucous membranes, thus making exposure potentially dangerous for humans and animals. The aim of this study was to compare the genotoxic potential of the active constituent of the insecticide amitraz and a commercial product containing amitraz in vitro in hamster cells. The induction of primary DNA damage was evaluated by alkaline single-cell gel electrophoresis (comet assay) and the apoptotic ability was examined by the Annexin V/propidium iodide staining assay. The commercial formulation significantly increased the index of DNA damage at concentrations of 2.50-3.75 mu g/mL compared to the control. The active constituent only induced significant DNA damage with the highest concentration (3.75 mu g/mL). Although both tested products increased the frequency of cell death, neither of them induced significant differences. Genotoxic potential is a primary risk factor for long-term effects such as carcinogenic and reproductive toxicology. Results presented here highlight the need for further investigation of the potential health risk of this veterinary medicine.",2012,22,657,661,http://dx.doi.org/10.3109/15376516.2012.666683,NO,NO,NO,GENOTOXICITY,n/a
wos40,Guy,YES,"Telahigue, K; Rabeh, I; Hajji, T; Trabelsi, W; Fouzai, C; Nechi, S; Chelbi, E; El Cafsi, M; Soudani, N",assessment of the impacts of glyphosate and its commercial formulation roundup (r) on the respiratory tree of the sea cucumber holothuria forskali using a multivariate biomarker approach,CHEMOSPHERE,"In this study, the potential hazardous impacts of the technical grade glyphosate acid (GLY) and its commercial formulation roundup (RD (R)) were evaluated for the first time on holothurians. To do this, redox status, fatty acid (FA) profile, and histopathology aspects were assessed in the respiratory tree tissue of the sea cucumber Holothuria forskali following short-term exposure (96 h) to a series of concentrations (10, 100 and 1000 mu g L-1) of GLY and RD (R) (glyphosate acid equivalent). Our results showed that both GLY and RD (R) promoted oxidative stress highlighted with an increase of hydrogen peroxide (H2O2), malondialdehyde (MDA), lipid peroxides (LOOH) and advanced oxidation protein product (AOPP) levels in all treated groups. In addition, both glyphosate forms were found to perturb the FA composition. However, changes in saturated (SFA) and polyunsaturated (PUFA) including some essential FA (LA, ARA, EPA and DHA) revealed differential compensatory/adaptive processes in H. forskali depending on the treatment. GLY and RD (R) were also found to modulate the enzymatic (glutathione S-transferases, glutathione peroxidase and catalase) and non-enzymatic (reduced glutathione and ascorbic acid) antioxidant defense status. Taken together, our results revealed that the commercial formulation produced more pronounced effects on H. forskali respiratory tree than the pure form. This finding was further confirmed by the histological observations. (C) 2020 Elsevier Ltd. All rights reserved.",2021,269,NA,NA,http://dx.doi.org/10.1016/j.chemosphere.2020.129376,NO,NO,NO,OXIDATIVE STRESS,n/a
scopus3537,Guy,YES,De Campos Oliveira R.; Boas L.K.V.; Branco C.C.Z.,assessment of the potential toxicity of glyphosate based herbicides on the photosynthesis of nitella microcarpa var. wrightii (charophyceae),Phycologia,"Although macroalgae are considered one of the most important primary producers in streams, to our knowledge there has been no research on the effects of herbicides on these organisms. Such studies are crucial for improving our understanding of the impact of these substances on stream ecology. In this study, we assess the effects of technical-grade glyphosate, Roundup and aminomethylphosphonic acid (AMPA; the main degradation product of glyphosate) on the photosynthetic rate, dark respiration rate and chlorophyll a content of Nitella microcarpa var. wrightii, a green algae found worldwide. Three concentrations of technical-grade glyphosate and Roundup were tested (0.28, 3.5 and 6 mg l-1), while for AMPA only one concentration was evaluated (0.03 mg l-1). Our results indicate that glyphosate has a stronger inhibitory effect on photosynthetic rate when applied in association with a surfactant (Roundup). These effects are related both to the concentration of the active ingredient and to exposure time. On the other hand, treatment with AMPA had a stimulatory effect on the photosynthetic rate, which may be associated with an increased supply of phosphorus available to the algae from the AMPA degradation process. From an ecological perspective, our results show that the ecological distribution of N. microcarpa var. wrightii, in terms of both spatial and temporal scales, can be affected by glyphosate-based herbicides in streams. © 2016 International Phycological Society.",2016,55,577,584,10.2216/16-12.1,NO,NO,NO,PHOTOSYNTHESIS,n/a
scopus3748,Guy,YES,Khera K.S.; Whalen C.; Angers G.; Trivett G.,assessment of the teratogenic potential of piperonyl butoxide biphenyl and phosalone in the rat,Toxicology and Applied Pharmacology,"Technical grades of piperonyl butoxide and biphenyl, and a formulation of phosalone containing 30% ( w w) of phosalone, were administered by esophageal intubation to rats on Days 6-15 of gestation. Dams were killed on Day 22 of gestation and fetuses were evaluated by routine teratologic methods. Test doses ranging from 62.5-500 mg/kg for piperonyl butoxide, 12.5-50 mg/kg for the phosalone formulation, and 125-500 mg/kg for biphenyl, elicited neither teratogenicity nor any adverse maternal effects. Biphenyl, at a dose level of 1000 mg/kg, elicited fetal and materal toxicity. © 1979.",1979,47,353,358,10.1016/0041-008X(79)90330-2,n/a,n/a,n/a,n/a,was not making comparison of interest.
wos120,Guy,YES,"Zaluski, AB; Wiprich, MT; de Almeida, LF; de Azevedo, AP; Bonan, CD; Vianna, MRM",atrazine and diuron effects on survival embryo development and behavior in larvae and adult zebrafish,FRONTIERS IN PHARMACOLOGY,"Atrazine and Diuron are widely used herbicides. The use of pesticides contaminates the aquatic environment, threatening biodiversity and non-target organisms such as fish. In this study, we investigated the effects of acute exposure for 96 h hours to atrazine and diuron commercial formulations in zebrafish (Danio rerio, wild-type AB) embryos and larvae and adult stages. We observed a significant concentration-dependent survival decrease and hatching delays in animals exposed to both herbicides and in the frequency of malformations compared to the control groups. Morphological defects included cardiac edema, tail reduction, and head malformation. At 7 days post-fertilization (dpf), atrazine exposure resulted in a reduction in the head length at 2, 2.5, and 5 mg/L and increased the ocular distance at 1, 2, 2.5, and 5 mg/L atrazine when compared to controls. At the same age, diuron increased the ocular distance in animals exposed to diuron (1.0 and 1.5 mg/L) and no effects were observed on the head length. We also evaluated a behavioral repertoire in larvae at 7 dpf, and there were no significant differences in distance traveled, mean speed, time in movement, and thigmotaxis for atrazine and diuron when animals were individually placed in a new environment. The cognitive ability of the larvae was tested at 7 dpf for avoidance and optomotor responses, and neither atrazine nor diuron had significant impacts when treated groups were compared to their corresponding controls. Adults' behavior was evaluated 7 and 8 days after the end of the acute herbicide exposure. Exploration of a new environment and associated anxiety-like parameters, social interaction, and aggressiveness were not altered. Our results highlight the need for further studies on the sublethal effects of both herbicides and the consideration of the effects of commercial formulas vs. isolated active ingredients. It also emphasizes the need to take sublethal effects into consideration when establishing the environmental limits of residues.",2022,13,NA,NA,http://dx.doi.org/10.3389/fphar.2022.841826,n/a,n/a,n/a,n/a,was not making comparison of interest.
wos2059,Guy,YES,"Tran, V; Hoffman, N; Mofunanya, A; Pryor, SC; Ojugbele, O; McLaughlin, A; Gibson, L; Bonventre, JA; Flynn, K; Weeks, BS",bifenthrin inhibits neurite outgrowth in differentiating pc12 cells,MEDICAL SCIENCE MONITOR,"Background: Bifenthrin is a third generation member of the synthetic pyrethroid family of insecticides. As a new pesticide within a relatively new class of pesticides, bifenthrin is considered relatively safe. Here, we used the PC12 neuronal cell line to examine the effect of bifenthrin on the formation of neurites and the potential developmental neurotoxicity of this pesticide. Material/Methods: PC12 cells were exposed to varying concentrations of technical grade bifenthrin or Ortho Home Defense (R). Cell viability was determined using the AlmarBlue Toxicity Assay Nontoxic concentrations of these chemicals were concomitantly with nerve growth factor and neurite Outgrowth was assessed. Results: Ortho Home Defense (R) preparation reduced PC12 cell viability by approximately 50% and 70% at dilutions that correlate to bifenthrin concentrations of 10(-5) M and 10(-4) M, respectively. In contrast, technical grade bifenthrin, was not toxic to PC12 cells at 10(-3) M, which was the highest concentration tested that was soluble. At nontoxic concentrations of 10(-7) M and 10(-6) M, the Ortho Home Defense (R) inhibited nerve growth factor-mediated neurite outgrowth by 30% and 55% respectively. Furthermore the nontoxic concentrations of technical grade bifenthrin of 10(-6) M and 10(-3) M inhibited neurite outgrowth by approximately 35% and 75% respectively. Conclusions: These data suggest that the toxicity of the Ortho Home Defense (R) preparation was due to the inert additives in the preparation and not the bifenthrin itself. Further, these data suggest that, even in the absence of overt toxicity, bifenthrin may have deleterious effects to developing nervous system.",2006,12,BR57,BR62,NA,NO,NO,NO,CYTOTOXICITY,n/a
