"DATA_ID","STUDY_ID","MULTIPLE_MEASUREMENT","EXPOSURE_DURATION_HOURS","COMMON_CONTROL","AI_NAME","AI_50_TYPE","AI_ERROR_TYPE","FORM_NAME","FORM_50_TYPE","FORM_ERROR_TYPE","SPECIES_NAME_BINOMIAL","STRAIN_CLONE_SOURCE","SPECIES_CLASS","SPECIES_PHYLUM","SPECIES_KINGDOM","ECOSYSTEM","LIFE_STAGE","PESTICIDE_CLASS","SEX","EXPOSURE_ROUTE","ACUTE_CHRONIC_TOXICITY","TEMPERATURE_.C","PH","FEEDING_STATE","AGE_TEST_ORGANISM_HOURS","REGULATORY_STANDARDISED_GUIDELINES_FOLLOWED","WATER_HARDNESS_mg_L_Ca_CO3","SE_SIMULATION_REQUIRED","FORMULATION_TYPE","YEAR_PUBLISHED","NOTES","AI_50","AI_N_INDIVIDUAL","AI_SE_INDIVIDUAL","AI_SE_ESS_0.046","AI_SE_ESS_0.442","AI_SE_CONTAINER","FORM_50","FORM_N_INDIVIDUAL","FORM_SE_INDIVIDUAL","FORM_SE_ESS_0.046","FORM_SE_ESS_0.442","FORM_SE_CONTAINER","LRR","LRR_VAR_INDIVIDUAL","LRR_VAR_CONTAINER_0.046","LRR_VAR_CONTAINER_0.442","LRR_VAR_CONTAINER"
21,"wos927","wos927_2",96,"wos927_c","chlorpyrifos","EC50","CI_95","Lorsban","EC50","CI_95","Lampsilis siliquoidea","Silver Fork of Perche Creek","Bivalvia","Mollusca","Animalia","Aquatic","juvenile","insecticide","n/a","environmental","acute","21.2","8.58","n/a","1080 (post transformation)","YES","172","NO","Emulsifiable concentrate",2007,"n/a",0.25,21,0.057527374296653,0.0564449274581989,0.0459459419531644,0.0278897711568248,0.33,21,0.0431455307224897,0.0423336955936492,0.0344594564648733,0.0209173283676186,0.27763173659828,0.0700443827278474,0.0674332430527668,0.04468055173065,0.0164631945239349
22,"wos927","wos927_3",168,"wos927_d","chlorpyrifos","EC50","CI_95","Lorsban","EC50","CI_95","Lampsilis siliquoidea","Silver Fork of Perche Creek","Bivalvia","Mollusca","Animalia","Aquatic","juvenile","insecticide","n/a","environmental","chronic","21.2","8.58","fed","1080 (post transformation)","YES","172","NO","Emulsifiable concentrate",2007,"n/a",0.21,21,0.0910850093030339,0.0893711351421483,0.0727477414258436,0.0441588043316392,0.19,21,0.0287636871483265,0.0282224637290995,0.0229729709765822,0.0139448855784124,-0.100083458556983,0.211047047883095,0.203179560176374,0.134624621894093,0.0496043860719217
23,"wos927","wos927_3",336,"wos927_e","chlorpyrifos","EC50","CI_95","Lorsban","EC50","CI_95","Lampsilis siliquoidea","Silver Fork of Perche Creek","Bivalvia","Mollusca","Animalia","Aquatic","juvenile","insecticide","n/a","environmental","chronic","21.2","8.58","fed","1080 (post transformation)","YES","172","NO","Emulsifiable concentrate",2007,"n/a",0.08,21,0.0335576350063809,0.0329262076839494,0.0268017994726792,0.0162690331748145,0.05,21,0.0287636871483265,0.0282224637290995,0.0229729709765822,0.0139448855784124,-0.470003629245736,0.506895327350078,0.48799910114591,0.323343029285997,0.119140408587258
24,"wos927","wos927_3",504,"wos927_f","chlorpyrifos","EC50","CI_95","Lorsban","EC50","CI_95","Lampsilis siliquoidea","Silver Fork of Perche Creek","Bivalvia","Mollusca","Animalia","Aquatic","juvenile","insecticide","n/a","environmental","chronic","21.2","8.58","fed","1080 (post transformation)","YES","172","NO","Emulsifiable concentrate",2007,"n/a",0.06,21,0.0383515828644353,0.0376299516387993,0.0306306279687763,0.0185931807712165,0.05,21,0.0143818435741632,0.0141112318645497,0.0114864854882911,0.00697244278920619,-0.182321556793955,0.491302722116583,0.472987762654693,0.313396675593972,0.115475530932595
25,"wos927","wos927_4",336,"wos927_g","atrazine","EC50","CI_95","Aatrex 4L","EC50","CI_95","Lampsilis siliquoidea","Silver Fork of Perche Creek","Bivalvia","Mollusca","Animalia","Aquatic","juvenile","herbicide","n/a","environmental","chronic","21.2","8.58","fed","1080 (post transformation)","YES","172","NO","liquid formulation",2007,"n/a",17.1,21,7.14298230850108,7.00857849272637,5.70495445918458,3.46297991863908,4.4,21,2.82842923625211,2.77520893336145,2.25900881269725,1.37124708187722,-1.3574739225844,0.587712305254079,0.565803354699907,0.374895302592261,0.138135588161324
26,"wos927","wos927_4",504,"wos927_h","atrazine","EC50","CI_95","Aatrex 4L","EC50","CI_95","Lampsilis siliquoidea","Silver Fork of Perche Creek","Bivalvia","Mollusca","Animalia","Aquatic","juvenile","herbicide","n/a","environmental","chronic","21.2","8.58","fed","1080 (post transformation)","YES","172","NO","liquid formulation",2007,"n/a",10.1,21,5.3212821224404,5.2211557898834,4.24999963066771,2.57980383200629,3.1,21,0.623213221547074,0.611486714130488,0.497747704492614,0.302139187532268,-1.18113331235611,0.317996738671321,0.306142341950928,0.202846669198117,0.0747417846062548
27,"wos927","wos927_5",336,"wos927_i","permethrin","EC50","CI_95","Mosquito-B-Gone","EC50","CI_95","Lampsilis siliquoidea","Silver Fork of Perche Creek","Bivalvia","Mollusca","Animalia","Aquatic","juvenile","insecticide","n/a","environmental","chronic","21.2","8.58","fed","1080 (post transformation)","YES","172","NO","pump spray",2007,"n/a",0.11,21,0.0479394785805442,0.0470374395484991,0.0382882849609703,0.0232414759640207,0.05,21,0.0191757914322177,0.0188149758193996,0.0153153139843881,0.00929659038560826,-0.78845736036427,0.337017746736009,0.324454278040342,0.214979963856527,0.0792124722419359
28,"wos927","wos927_5",504,"wos927_j","permethrin","EC50","CI_95","Mosquito-B-Gone","EC50","CI_95","Lampsilis siliquoidea","Silver Fork of Perche Creek","Bivalvia","Mollusca","Animalia","Aquatic","juvenile","insecticide","n/a","environmental","chronic","21.2","8.58","fed","1080 (post transformation)","YES","172","NO","pump spray",2007,"home product for patio/yard spraying",0.03,21,0.0814971135869251,0.0799636472324485,0.0650900844336496,0.0395105091388351,0.03,21,0.00479394785805442,0.00470374395484991,0.00382882849609703,0.00232414759640207,0,7.40529051007324,7.12923342878695,4.7237544658135,1.74053554939982
29,"wos33","wos_33_1",96,"wos33_a","chlorpyrifos","LC50","CI_95","Dursban 20% EC","LC50","CI_95","Oreochromis niloticus","Kulia fish farm","Teleostei","Chordata","Animalia","Aquatic","adult","insecticide","n/a","environmental","acute","32","7.2","starved","n/a","YES","139.23","NO","Emulsifiable concentrate",2019,"home product for patio/yard spraying",90,15,7.92619615543394,7.77786795573575,6.35365554703197,3.95105091388351,42,15,6.99370249008877,6.86282466682566,5.60616665914586,3.4862213946031,-0.762140052046897,0.0354839416885815,0.0341682988375261,0.0228007723330382,0.00881713473324079
30,"scopus517","scopus517_1",48,"scopus517_a","fenthion","LD50","CI_95","Baytex","LD50","CI_95","Rattus rattus","Veterinary College of Norway","Mammalia","Chordata","Animalia","Terrestrial","adult","insecticide","male","gavage","acute","22","n/a","starved","n/a","NO","n/a","NO","wettable powder",1965,"chemically pure and technical were both available. Chemically pure was selected as the control as 100% (presumably) vs 95% for technical fenthion. Also, these products were for wall treatment",560,120,20.2010012098853,20.2010012098853,20.2010012098853,20.2010012098853,415,120,15.150750907414,15.150750907414,15.150750907414,15.150750907414,-0.299658263498497,0.0026340988525044,0.0026340988525044,0.0026340988525044,0.0026340988525044
31,"scopus517","scopus517_2",48,"scopus517_a","fenthion","LD50","CI_95","Lebaycid","LD50","CI_95","Rattus rattus","Veterinary College of Norway","Mammalia","Chordata","Animalia","Terrestrial","adult","insecticide","male","gavage","acute","22","n/a","starved","n/a","NO","n/a","NO","Emulsifiable concentrate",1965,"chemically pure and technical were both available. Chemically pure was selected as the control as 100% (presumably) vs 95% for technical fenthion. Also, these products were for wall treatment",560,120,20.2010012098853,20.2010012098853,20.2010012098853,20.2010012098853,340,120,17.6758760586496,17.6758760586496,17.6758760586496,17.6758760586496,-0.498991166118988,0.00400401565101092,0.00400401565101092,0.00400401565101092,0.00400401565101092
32,"wos2103","wos2103_1",96,"wos2103_a","malathion","LC50","CI_95","Koruma 25% WP","LC50","CI_95","Rana ridibunda","Ege University Campus","Amphibia","Chordata","Animalia","Aquatic/Terrestrial","larvae","insecticide","n/a","environmental","acute","n/a","n/a","n/a","21/22 (gosner stage)","NO","n/a","NO","wettable powder",2008,"n/a",38,30,5.01166215707279,4.91716872675975,3.99375272049511,2.38225128631212,29,30,0.88987562203634,0.873097276361243,0.70913462939523,0.422994862545176,-0.270290329739912,0.0183354681416739,0.0176505665782428,0.0116436936824203,0.00414289159270321
34,"wos946","wos946_2",96,"wos946_b","cycloxydim","LC50","CI_95","Focus Ultra","LC50","CI_95","Xenopus laevis","n/a","Amphibia","Chordata","Animalia","Aquatic","larvae","herbicide","n/a","environmental","acute","23","6.85","starved","47 (NF stage)","YES","n/a","NO","Emulsifiable concentrate",2015,"n/a",4,30,0.440048384523465,0.431751400398417,0.350670970580059,0.209173283676186,0.1,30,0.0146682794841155,0.0143917133466139,0.0116890323526686,0.00697244278920619,-3.68887945411394,0.0336185035975193,0.0323627207892351,0.0213489808346459,0.00759608725761773
35,"wos315","wos315_1",24,"wos315_a","λ-Cyhalothrin","LC50","CI_95","Karate® with Zeon Technology","LC50","CI_95","Callinectes sapidus","Pivers Island Bridge,Beaufort,North Carolina, USA","Malacostraca","Arthropoda","Animalia","Aquatic","megalopae","insecticide","n/a","environmental","acute","25","n/a","n/a","n/a","NO","n/a","NO","Aqueous capsule suspensions",2012,"n/a",0.2233,15,0.0227062207511549,0.0222813040849606,0.0182013544200269,0.0113185987944781,0.526,15,0.12262291699289,0.120328192491677,0.098294788757024,0.0611250817853743,0.856785053891598,0.0646863302681599,0.0622879465506683,0.0415652325902295,0.0160734141200782
36,"wos315","wos315_2",24,"wos315_b","imidacloprid","LC50","CI_95","Trimax Pro","LC50","CI_95","Callinectes sapidus","Pivers Island Bridge,Beaufort,North Carolina, USA","Malacostraca","Arthropoda","Animalia","Aquatic","megalopae","insecticide","n/a","environmental","acute","25","n/a","n/a","n/a","NO","n/a","NO","Aqueous suspension concentrates",2012,"n/a",10.04,15,2.68091928786736,2.6307494556165,2.14903055267258,1.33638486793119,312.7,15,59.3065971159528,58.1967531746816,47.5402932695569,29.5631574262343,3.43866715020021,0.107272540263575,0.103295181943269,0.0689296806313803,0.0266553374758053
37,"wos315","wos315_3",24,"wos315_c","acephate","LC50","CI_95","Ortho Orthene® Fire Ant Killer","LC50","CI_95","Callinectes sapidus","Pivers Island Bridge,Beaufort,North Carolina, USA","Malacostraca","Arthropoda","Animalia","Aquatic","megalopae","insecticide","n/a","environmental","acute","25","n/a","n/a","n/a","NO","n/a","NO","Dustable powders",2012,"n/a",50380,15,3226.42808209429,3166.0497796289,2586.31155208595,1608.31013671023,61210,15,7483.26166439499,7343.22239350345,5998.59832528607,3730.25689222531,0.194716303938514,0.019047775039911,0.0183415381376044,0.0122394514664557,0.00473303671754709
38,"wos315","wos315_4",24,"wos315_d","λ-Cyhalothrin","LC50","CI_95","Karate® with Zeon Technology","LC50","CI_95","Callinectes sapidus","Pivers Island Bridge,Beaufort,North Carolina, USA","Malacostraca","Arthropoda","Animalia","Aquatic","juvenile","insecticide","n/a","environmental","acute","25","n/a","n/a","n/a","NO","n/a","NO","Aqueous capsule suspensions",2012,"n/a",2.701,24,0.286659327775308,0.286659327775308,0.286659327775308,0.286659327775308,3.565,24,1.84660814856944,1.84660814856944,1.84660814856944,1.84660814856944,0.277541979055781,0.279569775698836,0.279569775698836,0.279569775698836,0.279569775698836
39,"wos315","wos315_5",24,"wos315_e","imidacloprid","LC50","CI_95","Trimax Pro","LC50","CI_95","Callinectes sapidus","Pivers Island Bridge,Beaufort,North Carolina, USA","Malacostraca","Arthropoda","Animalia","Aquatic","juvenile","insecticide","n/a","environmental","acute","25","n/a","n/a","n/a","NO","n/a","NO","Aqueous suspension concentrates",2012,"n/a",1112,24,172.092277720084,172.092277720084,172.092277720084,172.092277720084,816.7,24,70.5288295487647,70.5288295487647,70.5288295487647,70.5288295487647,-0.308643644446298,0.0314081803907242,0.0314081803907242,0.0314081803907242,0.0314081803907242
40,"wos315","wos315_6",24,"wos315_f","acephate","LC50","CI_95","Ortho Orthene® Fire Ant Killer","LC50","CI_95","Callinectes sapidus","Pivers Island Bridge,Beaufort,North Carolina, USA","Malacostraca","Arthropoda","Animalia","Aquatic","juvenile","insecticide","n/a","environmental","acute","25","n/a","n/a","n/a","NO","n/a","NO","Dustable powders",2012,"n/a",137300,24,2223.66426267524,2223.66426267524,2223.66426267524,2223.66426267524,191300,24,32726.5370832856,32726.5370832856,32726.5370832856,32726.5370832856,0.331674563672282,0.0295287575762633,0.0295287575762633,0.0295287575762633,0.0295287575762633
42,"scopus307","scopus307_1",24,"scopus307_a","triallate","EC50","CI_95","Fargo","EC50","CI_95","Chironomus riparius","Yankton Field Research Station","Insecta","Arthropoda","Animalia","Aquatic/Terrestrial","larvae","herbicide","n/a","environmental","acute","22","7.735","n/a","4th instar","YES","43","NO","Emulsifiable concentrate",1989,"immobilisation used as endpoint for acute toxicity studies rather than mortality.",2.6,10,0.344803629397335,0.333873244213459,0.224997953660542,0.0613873313232024,1.8,10,0.318280273289848,0.30819068696627,0.207690418763577,0.0566652289137253,-0.367724780125317,0.0488533624447629,0.0458051213024409,0.0208021364034481,0.00154848966427705
43,"scopus307","scopus307_1",48,"scopus307_b","triallate","EC50","CI_95","Fargo","EC50","CI_95","Chironomus riparius","Yankton Field Research Station","Insecta","Arthropoda","Animalia","Aquatic/Terrestrial","larvae","herbicide","n/a","environmental","acute","22","7.735","n/a","4th instar","YES","43","NO","Emulsifiable concentrate",1989,"immobilisation used as endpoint for acute toxicity studies rather than mortality.",2.3,10,0.287336357831113,0.278227703511216,0.187498294717118,0.051156109436002,1.23,10,0.154719577293676,0.14981491727527,0.100960620232294,0.0275455973886165,-0.625894953550778,0.0314299078017521,0.0294688158059041,0.0133830957895496,0.00099622390240226
44,"scopus307","scopus307_2",24,"scopus307_c","propachlor","EC50","CI_95","Ramrod","EC50","CI_95","Chironomus riparius","Yankton Field Research Station","Insecta","Arthropoda","Animalia","Aquatic/Terrestrial","larvae","herbicide","n/a","environmental","acute","22","7.735","n/a","4th instar","YES","43","NO","suspension concentrate",1989,"immobilisation used as endpoint for acute toxicity studies rather than mortality.",5.2,10,0.472999850583524,0.45800560424154,0.308651038995872,0.0842108263023418,6.3,10,0.570252156310978,0.552174980814567,0.372112000284742,0.101525201803758,0.191891007810105,0.0164671814818896,0.0154396996960057,0.00701185216788134,0.000521955072249363
45,"scopus307","scopus307_2",48,"scopus307_d","propachlor","EC50","CI_95","Ramrod","EC50","CI_95","Chironomus riparius","Yankton Field Research Station","Insecta","Arthropoda","Animalia","Aquatic/Terrestrial","larvae","herbicide","n/a","environmental","acute","22","7.735","n/a","4th instar","YES","43","NO","suspension concentrate",1989,"immobilisation used as endpoint for acute toxicity studies rather than mortality.",1.8,10,0.309439154587352,0.29962983455054,0.201921240464589,0.0550911947772329,2.2,10,0.309439154587352,0.29962983455054,0.201921240464589,0.0550911947772329,0.200670695462151,0.0493368616955681,0.0462584522652342,0.0210080140925752,0.00156381498796186
46,"scopus307","scopus307_3",24,"scopus307_e","alachlor","EC50","CI_95","Lasso","EC50","CI_95","Chironomus riparius","Yankton Field Research Station","Insecta","Arthropoda","Animalia","Aquatic/Terrestrial","larvae","herbicide","n/a","environmental","acute","22","7.735","n/a","4th instar","YES","43","NO","Emulsifiable concentrate",1989,"immobilisation used as endpoint for acute toxicity studies rather than mortality.",27.5,10,4.02270900963558,3.89518784915703,2.62497612603966,0.716185532104028,13.1,10,1.54719577293676,1.4981491727527,1.00960620232294,0.275455973886165,-0.74157377446542,0.0353470908242781,0.0331415833398387,0.0150510623628636,0.0011203856206529
47,"scopus307","scopus307_3",48,"scopus307_f","alachlor","EC50","CI_95","Lasso","EC50","CI_95","Chironomus riparius","Yankton Field Research Station","Insecta","Arthropoda","Animalia","Aquatic/Terrestrial","larvae","herbicide","n/a","environmental","acute","22","7.735","n/a","4th instar","YES","43","NO","Emulsifiable concentrate",1989,"immobilisation used as endpoint for acute toxicity studies rather than mortality.",10,10,1.50299017942428,1.45534491067405,0.980760310828003,0.267585803203703,12.5,10,1.59140136644924,1.54095343483135,1.03845209381789,0.283326144568626,0.22314355131421,0.038798167972932,0.0363773280154873,0.0165205574803448,0.00122977332761689
48,"scopus307","scopus307_4",24,"scopus307_g","metribuzin","EC50","CI_95","Sencor","EC50","CI_95","Chironomus riparius","Yankton Field Research Station","Insecta","Arthropoda","Animalia","Aquatic/Terrestrial","larvae","herbicide","n/a","environmental","acute","22","7.735","n/a","4th instar","YES","43","NO","suspension concentrate",1989,"immobilisation used as endpoint for acute toxicity studies rather than mortality.",175,10,31.8280273289848,30.819068696627,20.7690418763577,5.66652289137253,190,10,16.798125534742,16.2656195898865,10.9614387680777,2.9906648593355,0.082238098236972,0.040894850600292,0.0383431866027551,0.0174133410233076,0.00129623121741735
49,"scopus307","scopus307_4",48,"scopus307_h","metribuzin","EC50","CI_95","Sencor","EC50","CI_95","Chironomus riparius","Yankton Field Research Station","Insecta","Arthropoda","Animalia","Aquatic/Terrestrial","larvae","herbicide","n/a","environmental","acute","22","7.735","n/a","4th instar","YES","43","NO","suspension concentrate",1989,"immobilisation used as endpoint for acute toxicity studies rather than mortality.",43.5,10,9.59261379220792,9.28852487106675,6.25955845440226,1.70782703809422,130,10,15.9140136644924,15.4095343483135,10.3845209381789,2.83326144568626,1.09477351236094,0.0636145595852122,0.0596452827929015,0.0270875673549206,0.00201637068741412
50,"scopus3635","scopus3635_1",48,"scopus3635_a","methomyl","EC50","CI_95","L 24%","EC50","CI_95","Daphnia magna","Columbia National Fisheries Research Laboratory","Branchiopoda","Arthropoda","Animalia","Aquatic","neonate","insecticide","n/a","environmental","acute","17","7.4","n/a","1st instar","YES","40","NO","liquid formulation",1983,"sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.",8.8,10,4.50897053827285,4.36603473202216,2.94228093248401,0.802757409611108,7.6,10,1.94504611454907,1.88338753146054,1.26921922577742,0.346287510028321,-0.146603474191875,0.32803504571414,0.307567060043759,0.139679838286922,0.010397623671929
51,"scopus3635","scopus3635_2",48,"scopus3635_b","aminocarb","EC50","CI_95","L 17%","EC50","CI_95","Daphnia magna","Columbia National Fisheries Research Laboratory","Branchiopoda","Arthropoda","Animalia","Aquatic","neonate","insecticide","n/a","environmental","acute","17","7.4","n/a","1st instar","YES","40","NO","liquid formulation",1983,"sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.",320,10,26.5233561074873,25.6825572471892,17.3075348969648,4.72210240947711,19,10,3.53644748099831,3.42434096629189,2.3076713195953,0.629613654596948,-2.82388201662733,0.0415139397886959,0.0389236472702053,0.0176769539477535,0.00131585429270911
52,"scopus3635","scopus3635_3",48,"scopus3635_c","trichlorfon","EC50","CI_95","WP 80%","EC50","CI_95","Daphnia magna","Columbia National Fisheries Research Laboratory","Branchiopoda","Arthropoda","Animalia","Aquatic","neonate","insecticide","n/a","environmental","acute","17","7.4","n/a","1st instar","YES","40","NO","wettable powder",1983,"sample size from committee on methods for toxicity tests with aquatic organisms 1975. In the document it says at least 10 individuals so to be conservative this is the value I used.",0.12,10,0.0442055935124789,0.0428042620786486,0.0288458914949413,0.00787017068246185,0.08,10,0.0265233561074873,0.0256825572471892,0.0173075348969648,0.00472210240947711,-0.405465108108164,0.245623850069502,0.230297970992828,0.104588519139559,0.00778546192317072
